0.600 ,3.696
0.610 ,3.684
0.620 ,3.674
0.630 ,3.664
0.640 ,3.654
0.650 ,3.645
0.660 ,3.634
0.670 ,3.623
0.680 ,3.613
0.690 ,3.602
0.700 ,3.593
0.710 ,3.589
0.720 ,3.584
0.730 ,3.581
0.740 ,3.577
0.750 ,3.575
0.760 ,3.572
0.770 ,3.570
0.780 ,3.568
0.790 ,3.566
0.800 ,3.565
0.810 ,3.559
0.820 ,3.556
0.830 ,3.553
0.840 ,3.551
0.850 ,3.550
0.860 ,3.549
0.870 ,3.549
0.880 ,3.549
0.890 ,3.551
0.900 ,3.552
0.910 ,3.530
0.920 ,3.509
0.930 ,3.489
0.940 ,3.472
0.950 ,3.456
0.960 ,3.441
0.970 ,3.426
0.980 ,3.411
0.990 ,3.395
1.000 ,3.381
1.010 ,3.371
1.020 ,3.364
1.030 ,3.356
1.040 ,3.348
1.050 ,3.340
1.060 ,3.331
1.070 ,3.322
1.080 ,3.314
1.090 ,3.305
1.100 ,3.296
1.110 ,3.284
1.120 ,3.272
1.130 ,3.260
1.140 ,3.249
1.150 ,3.238
1.160 ,3.227
1.170 ,3.216
1.180 ,3.204
1.190 ,3.193
1.200 ,3.182
1.210 ,3.172
1.220 ,3.163
1.230 ,3.154
1.240 ,3.144
1.250 ,3.135
1.260 ,3.127
1.270 ,3.119
1.280 ,3.112
1.290 ,3.104
1.300 ,3.094
1.310 ,3.083
1.320 ,3.072
1.330 ,3.061
1.340 ,3.053
1.350 ,3.045
1.360 ,3.037
1.370 ,3.028
1.380 ,3.018
1.390 ,3.008
1.400 ,2.998
1.410 ,3.001
1.420 ,3.003
1.430 ,3.006
1.440 ,3.009
1.450 ,3.012
1.460 ,3.018
1.470 ,3.024
1.480 ,3.030
1.490 ,3.036
1.500 ,3.039
1.510 ,3.016
1.520 ,2.994
1.530 ,2.973
1.540 ,2.955
1.550 ,2.937
1.560 ,2.920
1.570 ,2.902
1.580 ,2.884
1.590 ,2.866
1.600 ,2.848
1.610 ,2.844
1.620 ,2.838
1.630 ,2.832
1.640 ,2.826
1.650 ,2.820
1.660 ,2.819
1.670 ,2.818
1.680 ,2.818
1.690 ,2.816
1.700 ,2.812
1.710 ,2.821
1.720 ,2.829
1.730 ,2.838
1.740 ,2.848
1.750 ,2.858
1.760 ,2.868
1.770 ,2.879
1.780 ,2.892
1.790 ,2.905
1.800 ,2.918
1.810 ,2.898
1.820 ,2.876
1.830 ,2.855
1.840 ,2.834
1.850 ,2.814
1.860 ,2.798
1.870 ,2.783
1.880 ,2.767
1.890 ,2.751
1.900 ,2.733
1.910 ,2.730
1.920 ,2.727
1.930 ,2.723
1.940 ,2.721
1.950 ,2.718
1.960 ,2.716
1.970 ,2.713
1.980 ,2.713
1.990 ,2.713
2.000 ,2.712
2.010 ,2.709
2.020 ,2.705
2.030 ,2.700
2.040 ,2.696
2.050 ,2.691
2.060 ,2.689
2.070 ,2.686
2.080 ,2.683
2.090 ,2.681
2.100 ,2.679
2.110 ,2.679
2.120 ,2.678
2.130 ,2.677
2.140 ,2.673
2.150 ,2.669
2.160 ,2.666
2.170 ,2.663
2.180 ,2.665
2.190 ,2.666
2.200 ,2.668
2.210 ,2.672
2.220 ,2.674
2.230 ,2.676
2.240 ,2.679
2.250 ,2.681
2.260 ,2.683
2.270 ,2.685
2.280 ,2.687
2.290 ,2.690
2.300 ,2.696
2.310 ,2.700
2.320 ,2.705
2.330 ,2.708
2.340 ,2.708
2.350 ,2.708
2.360 ,2.708
2.370 ,2.709
2.380 ,2.714
2.390 ,2.718
2.400 ,2.722
2.410 ,2.727
2.420 ,2.731
2.430 ,2.735
2.440 ,2.739
2.450 ,2.743
2.460 ,2.747
2.470 ,2.750
2.480 ,2.754
2.490 ,2.759
2.500 ,2.765
2.510 ,2.770
2.520 ,2.775
2.530 ,2.779
2.540 ,2.782
2.550 ,2.784
2.560 ,2.786
2.570 ,2.789
2.580 ,2.792
2.590 ,2.796
2.600 ,2.800
2.610 ,2.805
2.620 ,2.810
2.630 ,2.815
2.640 ,2.821
2.650 ,2.826
2.660 ,2.832
2.670 ,2.837
2.680 ,2.843
2.690 ,2.849
2.700 ,2.855
2.710 ,2.858
2.720 ,2.861
2.730 ,2.864
2.740 ,2.866
2.750 ,2.867
2.760 ,2.869
2.770 ,2.871
2.780 ,2.873
2.790 ,2.875
2.800 ,2.877
2.810 ,2.879
2.820 ,2.883
2.830 ,2.887
2.840 ,2.890
2.850 ,2.893
2.860 ,2.894
2.870 ,2.895
2.880 ,2.896
2.890 ,2.898
2.900 ,2.901
2.910 ,2.910
2.920 ,2.919
2.930 ,2.928
2.940 ,2.937
2.950 ,2.947
2.960 ,2.956
2.970 ,2.965
2.980 ,2.971
2.990 ,2.978
3.000 ,2.984
3.010 ,2.985
3.020 ,2.991
3.030 ,2.996
3.040 ,3.001
3.050 ,3.004
3.060 ,3.005
3.070 ,3.006
3.080 ,3.008
3.090 ,3.009
3.100 ,3.009
3.110 ,3.013
3.120 ,3.017
3.130 ,3.023
3.140 ,3.032
3.150 ,3.041
3.160 ,3.050
3.170 ,3.057
3.180 ,3.061
3.190 ,3.065
3.200 ,3.069
3.210 ,3.070
3.220 ,3.074
3.230 ,3.078
3.240 ,3.082
3.250 ,3.085
3.260 ,3.087
3.270 ,3.089
3.280 ,3.091
3.290 ,3.093
3.300 ,3.094
3.310 ,3.098
3.320 ,3.101
3.330 ,3.105
3.340 ,3.109
3.350 ,3.113
3.360 ,3.117
3.370 ,3.122
3.380 ,3.127
3.390 ,3.131
3.400 ,3.136
3.410 ,3.151
3.420 ,3.165
3.430 ,3.178
3.440 ,3.192
3.450 ,3.208
3.460 ,3.228
3.470 ,3.248
3.480 ,3.267
3.490 ,3.284
3.500 ,3.297
3.510 ,3.299
3.520 ,3.301
3.530 ,3.305
3.540 ,3.311
3.550 ,3.316
3.560 ,3.322
3.570 ,3.330
3.580 ,3.339
3.590 ,3.349
3.600 ,3.358
3.610 ,3.363
3.620 ,3.362
3.630 ,3.362
3.640 ,3.361
3.650 ,3.365
3.660 ,3.376
3.670 ,3.387
3.680 ,3.397
3.690 ,3.404
3.700 ,3.407
3.710 ,3.406
3.720 ,3.405
3.730 ,3.406
3.740 ,3.408
3.750 ,3.410
3.760 ,3.412
3.770 ,3.414
3.780 ,3.416
3.790 ,3.418
3.800 ,3.421
3.810 ,3.424
3.820 ,3.426
3.830 ,3.428
3.840 ,3.430
3.850 ,3.433
3.860 ,3.437
3.870 ,3.441
3.880 ,3.445
3.890 ,3.448
3.900 ,3.452
3.910 ,3.456
3.920 ,3.459
3.930 ,3.463
3.940 ,3.468
3.950 ,3.472
3.960 ,3.477
3.970 ,3.481
3.980 ,3.484
3.990 ,3.487
4.000 ,3.491
4.010 ,3.508
4.020 ,3.524
4.030 ,3.541
4.040 ,3.558
4.050 ,3.575
4.060 ,3.593
4.070 ,3.611
4.080 ,3.629
4.090 ,3.645
4.100 ,3.661
4.110 ,3.669
4.120 ,3.677
4.130 ,3.685
4.140 ,3.694
4.150 ,3.703
4.160 ,3.712
4.170 ,3.722
4.180 ,3.732
4.190 ,3.743
4.200 ,3.753
4.210 ,3.753
4.220 ,3.750
4.230 ,3.747
4.240 ,3.744
4.250 ,3.745
4.260 ,3.749
4.270 ,3.753
4.280 ,3.757
4.290 ,3.757
4.300 ,3.754
4.310 ,3.758
4.320 ,3.762
4.330 ,3.767
4.340 ,3.772
4.350 ,3.777
4.360 ,3.782
4.370 ,3.789
4.380 ,3.797
4.390 ,3.806
4.400 ,3.814
4.410 ,3.827
4.420 ,3.836
4.430 ,3.845
4.440 ,3.854
4.450 ,3.867
4.460 ,3.884
4.470 ,3.901
4.480 ,3.917
4.490 ,3.933
4.500 ,3.947
4.510 ,3.942
4.520 ,3.936
4.530 ,3.928
4.540 ,3.917
4.550 ,3.905
4.560 ,3.893
4.570 ,3.886
4.580 ,3.882
4.590 ,3.877
4.600 ,3.872
4.610 ,3.881
4.620 ,3.888
4.630 ,3.894
4.640 ,3.900
4.650 ,3.907
4.660 ,3.914
4.670 ,3.922
4.680 ,3.929
4.690 ,3.941
4.700 ,3.955
4.710 ,3.966
4.720 ,3.977
4.730 ,3.981
4.740 ,3.980
4.750 ,3.979
4.760 ,3.978
4.770 ,3.984
4.780 ,3.994
4.790 ,4.004
4.800 ,4.014
4.810 ,4.019
4.820 ,4.022
4.830 ,4.025
4.840 ,4.029
4.850 ,4.028
4.860 ,4.025
4.870 ,4.021
4.880 ,4.018
4.890 ,4.020
4.900 ,4.025
4.910 ,4.038
4.920 ,4.051
4.930 ,4.061
4.940 ,4.067
4.950 ,4.075
4.960 ,4.082
4.970 ,4.088
4.980 ,4.093
4.990 ,4.098
5.000 ,4.104
5.010 ,4.092
5.020 ,4.081
5.030 ,4.069
5.040 ,4.057
5.050 ,4.048
5.060 ,4.041
5.070 ,4.033
5.080 ,4.026
5.090 ,4.019
5.100 ,4.012
5.110 ,4.032
5.120 ,4.052
5.130 ,4.074
5.140 ,4.097
5.150 ,4.121
5.160 ,4.144
5.170 ,4.160
5.180 ,4.172
5.190 ,4.185
5.200 ,4.197
5.210 ,4.201
5.220 ,4.208
5.230 ,4.214
5.240 ,4.221
5.250 ,4.225
5.260 ,4.230
5.270 ,4.234
5.280 ,4.239
5.290 ,4.238
5.300 ,4.234
5.310 ,4.238
5.320 ,4.241
5.330 ,4.255
5.340 ,4.275
5.350 ,4.294
5.360 ,4.315
5.370 ,4.324
5.380 ,4.329
5.390 ,4.335
5.400 ,4.342
5.410 ,4.356
5.420 ,4.374
5.430 ,4.392
5.440 ,4.410
5.450 ,4.430
5.460 ,4.452
5.470 ,4.475
5.480 ,4.499
5.490 ,4.517
5.500 ,4.531
5.510 ,4.529
5.520 ,4.528
5.530 ,4.537
5.540 ,4.550
5.550 ,4.564
5.560 ,4.579
5.570 ,4.589
5.580 ,4.598
5.590 ,4.610
5.600 ,4.624
5.610 ,4.667
5.620 ,4.714
5.630 ,4.763
5.640 ,4.815
5.650 ,4.872
5.660 ,4.934
5.670 ,4.999
5.680 ,5.069
5.690 ,5.140
5.700 ,5.215
5.710 ,5.275
5.720 ,5.342
5.730 ,5.417
5.740 ,5.501
5.750 ,5.595
5.760 ,5.700
5.770 ,5.824
5.780 ,5.966
5.790 ,6.124
5.800 ,6.303
5.810 ,6.460
5.820 ,6.640
5.830 ,6.851
5.840 ,7.098
5.850 ,7.381
5.860 ,7.707
5.870 ,8.083
5.880 ,8.518
5.890 ,9.043
5.900 ,9.663
5.910 ,10.464
5.920 ,11.385
5.930 ,12.397
5.940 ,13.532
5.950 ,14.814
5.960 ,16.234
5.970 ,17.780
5.980 ,19.175
5.990 ,19.959
6.000 ,19.784
